Posting_Name,Department,Application_Date_time,Referral_Source,Clean_Date,Clean_Time,Referral_Count
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 02, 2017 at 02:49 PM",Referral by BYU-Idaho employee,January 02 2017,2:49 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 02, 2017 at 08:08 PM",BYU-Idaho Employment Website,January 02 2017,8:08 PM,1
Public Health Full-time Faculty Member - Anticipated for Fall 2017,Human Performance & Recreation,"January 03, 2017 at 09:51 PM",Referral by BYU-Idaho employee,January 03 2017,9:51 PM,1
Family and Consumer Sciences Full-time Faculty - Anticipated for Fall 2017,Home & Family,"January 04, 2017 at 01:28 PM",Other,January 04 2017,1:28 PM,1
Family and Consumer Sciences Full-time Faculty - Anticipated for Fall 2017,Home & Family,"January 06, 2017 at 11:41 PM",Referral by BYU-Idaho employee,January 06 2017,11:41 PM,1
Family and Consumer Sciences Full-time Faculty - Anticipated for Fall 2017,Home & Family,"January 07, 2017 at 06:08 PM",BYU-Idaho Employment Website,January 07 2017,6:08 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 09, 2017 at 09:34 PM",BYU-Idaho Employment Website,January 09 2017,9:34 PM,1
Public Health Full-time Faculty Member - Anticipated for Fall 2017,Human Performance & Recreation,"January 10, 2017 at 09:51 PM",Other,January 10 2017,9:51 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"January 12, 2017 at 09:03 PM",BYU-Idaho Employment Website,January 12 2017,9:03 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"January 14, 2017 at 02:07 PM",BYU-Idaho Employment Website,January 14 2017,2:07 PM,1
Public Health Full-time Faculty Member - Anticipated for Fall 2017,Human Performance & Recreation,"January 15, 2017 at 09:06 PM",Referral by BYU-Idaho employee,January 15 2017,9:06 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 16, 2017 at 06:30 PM",BYU-Idaho Employment Website,January 16 2017,6:30 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 16, 2017 at 09:01 PM",BYU-Idaho Employment Website,January 16 2017,9:01 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"January 18, 2017 at 03:10 PM",Referral by BYU-Idaho employee,January 18 2017,3:10 PM,1
Public Health Full-time Faculty Member - Anticipated for Fall 2017,Human Performance & Recreation,"January 19, 2017 at 09:46 AM",BYU-Idaho Employment Website,January 19 2017,9:46 AM,1
Public Health Full-time Faculty Member - Anticipated for Fall 2017,Human Performance & Recreation,"January 20, 2017 at 10:03 AM",Referral by BYU-Idaho employee,January 20 2017,10:03 AM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"January 21, 2017 at 01:10 AM",Referral by BYU-Idaho employee,January 21 2017,1:10 AM,1
Public Health Full-time Faculty Member - Anticipated for Fall 2017,Human Performance & Recreation,"January 21, 2017 at 11:45 PM",BYU-Idaho Employment Website,January 21 2017,11:45 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 25, 2017 at 11:15 PM",Referral by BYU-Idaho employee,January 25 2017,11:15 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"January 28, 2017 at 10:42 PM",BYU-Idaho Employment Website,January 28 2017,10:42 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"January 30, 2017 at 09:36 PM",Referral by BYU-Idaho employee,January 30 2017,9:36 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"February 06, 2017 at 07:56 PM",Referral by someone other than a BYU-Idaho employee,February 06 2017,7:56 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"February 06, 2017 at 10:04 PM",Referral by BYU-Idaho employee,February 06 2017,10:04 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"February 07, 2017 at 10:55 AM",Referral by BYU-Idaho employee,February 07 2017,10:55 AM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"February 07, 2017 at 04:14 PM",BYU-Idaho Employment Website,February 07 2017,4:14 PM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"February 09, 2017 at 08:15 AM",Other,February 09 2017,8:15 AM,1
Economics Full-time Faculty - Anticipated for Fall 2017,Economics,"February 10, 2017 at 07:42 PM",BYU-Idaho Employment Website,February 10 2017,7:42 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"February 11, 2017 at 10:36 PM",BYU-Idaho Employment Website,February 11 2017,10:36 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"February 11, 2017 at 11:33 PM",BYU-Idaho Employment Website,February 11 2017,11:33 PM,1
Nursing Full-time Faculty - Anticipated for Fall 2017,Nursing,"March 06, 2017 at 08:25 PM",Referral by BYU-Idaho employee,March 06 2017,8:25 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 08, 2017 at 08:53 AM",BYU-Idaho Employment Website,March 08 2017,8:53 AM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 09, 2017 at 06:37 PM",Other,March 09 2017,6:37 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 09, 2017 at 10:48 PM",Other,March 09 2017,10:48 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 12, 2017 at 12:55 PM",Other,March 12 2017,12:55 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 16, 2017 at 01:07 PM",Other,March 16 2017,1:07 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 17, 2017 at 12:33 PM",BYU-Idaho Employment Website,March 17 2017,12:33 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 21, 2017 at 10:27 AM",Other,March 21 2017,10:27 AM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 21, 2017 at 12:46 PM",Referral by someone other than a BYU-Idaho employee,March 21 2017,12:46 PM,1
Computer Science & Electrical Engineering Visiting Faculty - Anticipated for Winter 2018,Computer Science & Elec Engineering,"March 25, 2017 at 01:48 PM",Referral by BYU-Idaho employee,March 25 2017,1:48 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"March 30, 2017 at 07:55 PM",BYU-Idaho Employment Website,March 30 2017,7:55 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 06, 2017 at 08:54 PM",Referral by BYU-Idaho employee,April 06 2017,8:54 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 07, 2017 at 01:09 PM",Other,April 07 2017,1:09 PM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 11, 2017 at 02:41 PM",Referral by BYU-Idaho employee,April 11 2017,2:41 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 18, 2017 at 03:28 PM",Referral by someone other than a BYU-Idaho employee,April 18 2017,3:28 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 20, 2017 at 03:35 PM",BYU-Idaho Employment Website,April 20 2017,3:35 PM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 20, 2017 at 10:24 PM",Referral by BYU-Idaho employee,April 20 2017,10:24 PM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 21, 2017 at 11:50 AM",Referral by someone other than a BYU-Idaho employee,April 21 2017,11:50 AM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 22, 2017 at 05:56 PM",BYU-Idaho Employment Website,April 22 2017,5:56 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 25, 2017 at 01:12 PM",Other,April 25 2017,1:12 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 27, 2017 at 03:05 PM",Referral by BYU-Idaho employee,April 27 2017,3:05 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 28, 2017 at 11:26 AM",Other,April 28 2017,11:26 AM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 28, 2017 at 01:52 PM",Other,April 28 2017,1:52 PM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 28, 2017 at 04:07 PM",Referral by BYU-Idaho employee,April 28 2017,4:07 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 28, 2017 at 08:36 PM",Referral by BYU-Idaho employee,April 28 2017,8:36 PM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 29, 2017 at 12:00 AM",Other,April 29 2017,12:00 AM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 29, 2017 at 01:46 PM",Other,April 29 2017,1:46 PM,1
Mechanical Engineering Visiting Faculty - Anticipated for Winter 2018,Mechanical Engineering,"April 29, 2017 at 03:30 PM",Referral by BYU-Idaho employee,April 29 2017,3:30 PM,1
History Visiting Faculty - Anticipated for Winter 2018,History/Geography/Poli Science,"April 29, 2017 at 03:45 PM",Referral by BYU-Idaho employee,April 29 2017,3:45 PM,1
Mathematics Faculty - Anticipated for Fall 2018,Mathematics,"August 04, 2017 at 02:15 PM",Other,August 04 2017,2:15 PM,1
Art Faculty - Art History - Anticipated for Fall 2018,Art,"August 04, 2017 at 03:00 PM",Other,August 04 2017,3:00 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 08, 2017 at 03:31 PM",BYU-Idaho Employment Website,August 08 2017,3:31 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"August 08, 2017 at 03:48 PM",BYU-Idaho Employment Website,August 08 2017,3:48 PM,1
Business Management Faculty - Marketing - Anticipated for Fall 2018,Management,"August 09, 2017 at 01:39 PM",Other,August 09 2017,1:39 PM,1
Art Faculty - Art History - Anticipated for Fall 2018,Art,"August 10, 2017 at 03:54 PM",Other,August 10 2017,3:54 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"August 10, 2017 at 05:03 PM",Other,August 10 2017,5:03 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"August 14, 2017 at 01:56 PM",Referral by BYU-Idaho employee,August 14 2017,1:56 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 14, 2017 at 04:18 PM",Referral by BYU-Idaho employee,August 14 2017,4:18 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"August 15, 2017 at 11:56 AM",BYU-Idaho Employment Website,August 15 2017,11:56 AM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 16, 2017 at 10:22 AM",BYU-Idaho Employment Website,August 16 2017,10:22 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"August 21, 2017 at 10:48 AM",BYU-Idaho Employment Website,August 21 2017,10:48 AM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 22, 2017 at 04:50 PM",BYU-Idaho Employment Website,August 22 2017,4:50 PM,1
Art Faculty - Art History - Anticipated for Fall 2018,Art,"August 22, 2017 at 10:19 PM",Referral by BYU-Idaho employee,August 22 2017,10:19 PM,1
Art Faculty - Graphic Design - Anticipated for Fall 2018,Art,"August 23, 2017 at 12:51 PM",Referral by BYU-Idaho employee,August 23 2017,12:51 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"August 23, 2017 at 06:38 PM",Referral by BYU-Idaho employee,August 23 2017,6:38 PM,1
Chemistry Faculty - Anticipated for Fall 2018,Chemistry,"August 23, 2017 at 07:58 PM",BYU-Idaho Employment Website,August 23 2017,7:58 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"August 24, 2017 at 08:18 AM",Referral by BYU-Idaho employee,August 24 2017,8:18 AM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"August 24, 2017 at 12:02 PM",BYU-Idaho Employment Website,August 24 2017,12:02 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"August 24, 2017 at 02:14 PM",BYU-Idaho Employment Website,August 24 2017,2:14 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 24, 2017 at 10:12 PM",BYU-Idaho Employment Website,August 24 2017,10:12 PM,1
Mathematics Faculty - Anticipated for Fall 2018,Mathematics,"August 24, 2017 at 10:17 PM",BYU-Idaho Employment Website,August 24 2017,10:17 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"August 27, 2017 at 01:52 PM",Other,August 27 2017,1:52 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 27, 2017 at 05:21 PM",BYU-Idaho Employment Website,August 27 2017,5:21 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"August 28, 2017 at 03:26 PM",Other,August 28 2017,3:26 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"August 29, 2017 at 12:58 AM",BYU-Idaho Employment Website,August 29 2017,12:58 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"August 31, 2017 at 02:08 PM",Referral by someone other than a BYU-Idaho employee,August 31 2017,2:08 PM,1
Computer Science Faculty - Anticipated for Fall 2018,Computer Science & Elec Engineering,"August 31, 2017 at 08:13 PM",Other,August 31 2017,8:13 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"August 31, 2017 at 08:23 PM",Other,August 31 2017,8:23 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 01, 2017 at 11:21 AM",Referral by BYU-Idaho employee,September 01 2017,11:21 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 02, 2017 at 12:15 PM",BYU-Idaho Employment Website,September 02 2017,12:15 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 02, 2017 at 12:33 PM",BYU-Idaho Employment Website,September 02 2017,12:33 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 04, 2017 at 11:58 PM",BYU-Idaho Employment Website,September 04 2017,11:58 PM,1
Art Faculty - Graphic Design - Anticipated for Fall 2018,Art,"September 05, 2017 at 01:02 PM",Referral by BYU-Idaho employee,September 05 2017,1:02 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"September 05, 2017 at 04:21 PM",BYU-Idaho Employment Website,September 05 2017,4:21 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"September 05, 2017 at 04:33 PM",BYU-Idaho Employment Website,September 05 2017,4:33 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 05, 2017 at 04:56 PM",Referral by someone other than a BYU-Idaho employee,September 05 2017,4:56 PM,1
Mathematics Faculty - Anticipated for Fall 2018,Mathematics,"September 05, 2017 at 08:14 PM",BYU-Idaho Employment Website,September 05 2017,8:14 PM,1
Computer Science Faculty - Anticipated for Fall 2018,Computer Science & Elec Engineering,"September 06, 2017 at 05:16 PM",Referral by BYU-Idaho employee,September 06 2017,5:16 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"September 07, 2017 at 12:55 PM",Referral by someone other than a BYU-Idaho employee,September 07 2017,12:55 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 08, 2017 at 12:36 PM",Referral by someone other than a BYU-Idaho employee,September 08 2017,12:36 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 08, 2017 at 07:32 PM",Other,September 08 2017,7:32 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 09, 2017 at 07:59 AM",Referral by BYU-Idaho employee,September 09 2017,7:59 AM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 09, 2017 at 11:58 AM",Other,September 09 2017,11:58 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 09, 2017 at 04:08 PM",Referral by BYU-Idaho employee,September 09 2017,4:08 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"September 11, 2017 at 08:59 AM",Referral by BYU-Idaho employee,September 11 2017,8:59 AM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 12, 2017 at 01:05 PM",BYU-Idaho Employment Website,September 12 2017,1:05 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 12, 2017 at 07:35 PM",BYU-Idaho Employment Website,September 12 2017,7:35 PM,1
Business Management Faculty - Marketing - Anticipated for Fall 2018,Management,"September 12, 2017 at 08:21 PM",BYU-Idaho Employment Website,September 12 2017,8:21 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 14, 2017 at 08:05 PM",BYU-Idaho Employment Website,September 14 2017,8:05 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 15, 2017 at 12:29 PM",Referral by BYU-Idaho employee,September 15 2017,12:29 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 15, 2017 at 01:27 PM",BYU-Idaho Employment Website,September 15 2017,1:27 PM,1
Music Faculty - Bassoon - Anticipated for Fall 2018,Music,"September 15, 2017 at 02:31 PM",Referral by BYU-Idaho employee,September 15 2017,2:31 PM,1
Computer Science Faculty - Anticipated for Fall 2018,Computer Science & Elec Engineering,"September 15, 2017 at 06:02 PM",BYU-Idaho Employment Website,September 15 2017,6:02 PM,1
CIT Faculty - Database Programming - Anticipated for Fall 2018,Computer Information Technology,"September 15, 2017 at 06:13 PM",BYU-Idaho Employment Website,September 15 2017,6:13 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"September 15, 2017 at 06:18 PM",BYU-Idaho Employment Website,September 15 2017,6:18 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"September 16, 2017 at 03:13 PM",BYU-Idaho Employment Website,September 16 2017,3:13 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"September 16, 2017 at 05:07 PM",BYU-Idaho Employment Website,September 16 2017,5:07 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"September 16, 2017 at 09:33 PM",Referral by BYU-Idaho employee,September 16 2017,9:33 PM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"September 17, 2017 at 11:06 PM",BYU-Idaho Employment Website,September 17 2017,11:06 PM,1
Computer Science Faculty - Anticipated for Fall 2018,Computer Science & Elec Engineering,"September 17, 2017 at 11:20 PM",BYU-Idaho Employment Website,September 17 2017,11:20 PM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"September 18, 2017 at 12:23 PM",BYU-Idaho Employment Website,September 18 2017,12:23 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 18, 2017 at 06:21 PM",Referral by BYU-Idaho employee,September 18 2017,6:21 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 19, 2017 at 10:06 AM",BYU-Idaho Employment Website,September 19 2017,10:06 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 19, 2017 at 02:17 PM",BYU-Idaho Employment Website,September 19 2017,2:17 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 19, 2017 at 04:38 PM",BYU-Idaho Employment Website,September 19 2017,4:38 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 19, 2017 at 08:56 PM",BYU-Idaho Employment Website,September 19 2017,8:56 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 19, 2017 at 09:53 PM",BYU-Idaho Employment Website,September 19 2017,9:53 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 19, 2017 at 09:58 PM",BYU-Idaho Employment Website,September 19 2017,9:58 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 20, 2017 at 05:03 AM",Referral by BYU-Idaho employee,September 20 2017,5:03 AM,1
Chemistry Faculty - Anticipated for Fall 2018,Chemistry,"September 20, 2017 at 11:43 AM",Referral by BYU-Idaho employee,September 20 2017,11:43 AM,1
Sociology Faculty - Anticipated for Fall 2018,Sociology and Social Work,"September 20, 2017 at 11:54 AM",BYU-Idaho Employment Website,September 20 2017,11:54 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 21, 2017 at 09:47 AM",BYU-Idaho Employment Website,September 21 2017,9:47 AM,1
CIT Faculty - Information Security & Operating Systems - Anticipated for Fall 2018,Computer Information Technology,"September 21, 2017 at 11:15 AM",BYU-Idaho Employment Website,September 21 2017,11:15 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 21, 2017 at 11:28 AM",Referral by BYU-Idaho employee,September 21 2017,11:28 AM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 21, 2017 at 03:09 PM",Referral by BYU-Idaho employee,September 21 2017,3:09 PM,1
Mathematics Faculty - Anticipated for Fall 2018 (2 Openings),Mathematics,"September 21, 2017 at 03:22 PM",KBYI Radio,September 21 2017,3:22 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 21, 2017 at 08:18 PM",BYU-Idaho Employment Website,September 21 2017,8:18 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 22, 2017 at 04:32 AM",Referral by BYU-Idaho employee,September 22 2017,4:32 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 22, 2017 at 01:17 PM",BYU-Idaho Employment Website,September 22 2017,1:17 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 22, 2017 at 02:32 PM",BYU-Idaho Employment Website,September 22 2017,2:32 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 22, 2017 at 03:10 PM",BYU-Idaho Employment Website,September 22 2017,3:10 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 22, 2017 at 06:34 PM",BYU-Idaho Employment Website,September 22 2017,6:34 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 25, 2017 at 10:06 AM",Referral by someone other than a BYU-Idaho employee,September 25 2017,10:06 AM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 25, 2017 at 10:13 AM",BYU-Idaho Employment Website,September 25 2017,10:13 AM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 25, 2017 at 10:20 AM",BYU-Idaho Employment Website,September 25 2017,10:20 AM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 25, 2017 at 12:15 PM",Deseret News,September 25 2017,12:15 PM,1
Mathematics Faculty - Anticipated for Fall 2018 (2 Openings),Mathematics,"September 25, 2017 at 02:20 PM",BYU-Idaho Employment Website,September 25 2017,2:20 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 25, 2017 at 05:12 PM",BYU-Idaho Employment Website,September 25 2017,5:12 PM,1
Mathematics Faculty - Anticipated for Fall 2018 (2 Openings),Mathematics,"September 25, 2017 at 09:14 PM",BYU-Idaho Employment Website,September 25 2017,9:14 PM,1
Art Faculty - Graphic Design - Anticipated for Fall 2018,Art,"September 25, 2017 at 11:05 PM",BYU-Idaho Employment Website,September 25 2017,11:05 PM,1
Art Faculty - Graphic Design - Anticipated for Fall 2018,Art,"September 25, 2017 at 11:41 PM",Referral by BYU-Idaho employee,September 25 2017,11:41 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 26, 2017 at 05:02 AM",Referral by BYU-Idaho employee,September 26 2017,5:02 AM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 26, 2017 at 11:43 AM",Referral by BYU-Idaho employee,September 26 2017,11:43 AM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 26, 2017 at 01:05 PM",Referral by BYU-Idaho employee,September 26 2017,1:05 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 26, 2017 at 05:41 PM",BYU-Idaho Employment Website,September 26 2017,5:41 PM,1
Religious Education Faculty - Anticipated for Fall 2018 (2 Openings),Religious Education,"September 26, 2017 at 11:23 PM",BYU-Idaho Employment Website,September 26 2017,11:23 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 27, 2017 at 08:52 AM",BYU-Idaho Employment Website,September 27 2017,8:52 AM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 27, 2017 at 08:18 PM",BYU-Idaho Employment Website,September 27 2017,8:18 PM,1
CIT Faculty - Database Programming - Anticipated for Fall 2018,Computer Information Technology,"September 27, 2017 at 08:20 PM",BYU-Idaho Employment Website,September 27 2017,8:20 PM,1
Mathematics Faculty - Anticipated for Fall 2018 (2 Openings),Mathematics,"September 27, 2017 at 10:10 PM",BYU-Idaho Employment Website,September 27 2017,10:10 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 28, 2017 at 01:42 PM",BYU-Idaho Employment Website,September 28 2017,1:42 PM,1
Communication Faculty - Video and Film Production - Anticipated for Fall 2018,Communication,"September 28, 2017 at 06:20 PM",Referral by BYU-Idaho employee,September 28 2017,6:20 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 28, 2017 at 06:28 PM",Other,September 28 2017,6:28 PM,1
Business Management Faculty - Marketing - Anticipated for Fall 2018,Management,"September 29, 2017 at 12:54 PM",BYU-Idaho Employment Website,September 29 2017,12:54 PM,1
Art Faculty - Graphic Design - Anticipated for Fall 2018,Art,"September 29, 2017 at 12:58 PM",Referral by BYU-Idaho employee,September 29 2017,12:58 PM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"September 29, 2017 at 01:12 PM",BYU-Idaho Employment Website,September 29 2017,1:12 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 29, 2017 at 02:08 PM",BYU-Idaho Employment Website,September 29 2017,2:08 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 29, 2017 at 06:16 PM",Referral by BYU-Idaho employee,September 29 2017,6:16 PM,1
Chemistry Faculty - Anticipated for Fall 2018,Chemistry,"September 29, 2017 at 09:15 PM",BYU-Idaho Employment Website,September 29 2017,9:15 PM,1
Chemistry Faculty - Anticipated for Fall 2018,Chemistry,"September 30, 2017 at 01:38 AM",Referral by someone other than a BYU-Idaho employee,September 30 2017,1:38 AM,1
Chemistry Faculty - Anticipated for Fall 2018,Chemistry,"September 30, 2017 at 11:14 AM",Referral by someone other than a BYU-Idaho employee,September 30 2017,11:14 AM,1
Nursing Faculty - Anticipated for Fall 2018,Nursing,"September 30, 2017 at 12:39 PM",BYU-Idaho Employment Website,September 30 2017,12:39 PM,1
English Faculty - Anticipated for Fall 2018 (4 Openings),English,"September 30, 2017 at 05:19 PM",BYU-Idaho Employment Website,September 30 2017,5:19 PM,1
Music Faculty (Trumpet) - Anticipated for Fall 2018,Music,"October 01, 2017 at 09:07 AM",Referral by BYU-Idaho employee,October 01 2017,9:07 AM,1
Business Management Faculty - General Management - Anticipated for Fall 2018,Management,"October 01, 2017 at 04:21 PM",Other,October 01 2017,4:21 PM,1
